"Fusion Gene","Tumor Morphology","Tumor Location","Count"
"SERINC2::PFDN2","Transitional cell carcinoma","Bladder","2"
"SERGEF::KCNC1","Malignant melanoma","Skin","2"
"SERF2::GPN2","Adenocarcinoma","Prostate","2"
"SEPTIN9::TANC2","Adenocarcinoma","Breast","2"
"SEPTIN9::MPO","Adenocarcinoma","Lung","2"
"SEPTIN9::LPP","Adenocarcinoma","Breast","2"
"SEPTIN9::JMJD6","Adenocarcinoma","Breast","2"
"SEPTIN6::CUL4B","Transitional cell carcinoma","Bladder","2"
"SEPTIN14::UPP1","Astrocytoma, grade I-II","Brain","2"
"SENP7::RFC4","Adenocarcinoma","Breast","2"
"SENP6::SLC35A1","Adenocarcinoma","Breast","2"
"SENP6::PPIL6","Squamous cell carcinoma","Lung","2"
"SENP6::OOEP","Adenocarcinoma","Prostate","2"
"SENP6::KATNA1","Adenocarcinoma","Uterus, corpus","2"
"SENP6::ADGRA2","Adenocarcinoma","Breast","2"
"SENP6::ACACB","Adenocarcinoma","Prostate","2"
"SENP5::PIGZ","Adenocarcinoma","Breast","2"
"SENP5::DYNLT2B","Adenocarcinoma","Lung","2"
"SENP3::ABR","Adenocarcinoma","Large intestine","2"
"SENP2::MSH5","Adenocarcinoma","Adrenal","2"
"SENP2::MAP3K13","Adenocarcinoma","Breast","2"
"SENP2::ANKRD27","Squamous cell carcinoma","Lung","2"
"SENP2::ABR","Transitional cell carcinoma","Bladder","2"
"SEMA6A::LSM6","Adenocarcinoma","Breast","2"
"SEMA6A::DTWD2","Adenocarcinoma","Breast","2"
"SEMA5B::PLS1","Adenocarcinoma","Kidney","2"
"SEMA5A::RBFOX2","Malignant melanoma","Skin","2"
"SEMA4C::FAM178B","Squamous cell carcinoma","Lung","2"
"SEMA4B::PIAS1","Adenocarcinoma","Prostate","2"
"SEMA4B::CIB2","Adenocarcinoma","Stomach","2"
"SEMA4B::CERS3","Adenocarcinoma","Lung","2"
"SEMA3F::RNF123","Adenocarcinoma","Oesophagus","2"
"SEMA3F::RBM6","Squamous cell carcinoma","Lung","2"
"SEMA3E::CEP41","Malignant melanoma","Skin","2"
"SEMA3D::KCNU1","Squamous cell carcinoma","Lung","2"
"SEMA3C::PPP1R12C","Malignant melanoma","Skin","2"
"SEMA3C::CD36","Squamous cell carcinoma","Lung","2"
"SEMA3C::AUTS2","Adenocarcinoma","Breast","2"
"SEMA3B::FLACC1","Adenocarcinoma","Stomach","2"
"SELENOW::EHD2","Squamous cell carcinoma","Nasopharynx","2"
"SEL1L::SERTAD2","Adenocarcinoma","Lung","2"
"SEL1L::MIOS","Adenocarcinoma","Ovary","2"
"SEL1L::ANGEL1","Adenocarcinoma","Prostate","2"
"SEL1L3::HSD17B13","Adenocarcinoma","Pancreas","2"
"SEL1L3::CCKAR","Adenocarcinoma","Stomach","2"
"SEH1L::IMPA2","Adenocarcinoma","Pancreas","2"
"SECISBP2::NEDD4L","Adenocarcinoma","Lung","2"
"SEC63::PCBP2","Adenocarcinoma","Stomach","2"
"SEC61G::EGFR","Astrocytoma, grade III-IV/Glioblastoma","Brain","2"
"SEC31B::GRID1","Adenocarcinoma","Breast","2"
"SEC31A::MUC7","Adenocarcinoma","Breast","2"
"SEC31A::EIF4G3","Adenocarcinoma","Uterus, corpus","2"
"SEC31A::ANAPC10","Adenocarcinoma","Prostate","2"
"SEC31A::ALK","Diffuse large B-cell lymphoma","","2"
"SEC31A::ALK","Adenocarcinoma","Lung","2"
"SEC31A::ABRAXAS1","Adenocarcinoma","Oesophagus","2"
"SEC24D::PLRG1","Adenocarcinoma","Breast","2"
"SEC24D::CFI","Adenocarcinoma","Breast","2"
"SEC24A::LRMDA","Adenocarcinoma","Prostate","2"
"SEC24A::KCNK7","Astrocytoma, grade I-II","Brain","2"
"SEC24A::JADE2","Adenocarcinoma","Liver","2"
"SEC23IP::CFAP46","Adenocarcinoma","Lung","2"
"SEC23B::KAT14","Adenocarcinoma","Oesophagus","2"
"SEC22C::MRPS28","Malignant melanoma","Skin","2"
"SEC22B::NOTCH2","Adenocarcinoma","Breast","2"
"SEC22A::TXNRD3","Squamous cell carcinoma","Lung","2"
"SEC16A::NOTCH1","Adenocarcinoma","Breast","2"
"SEC16A::MCRIP1","Squamous cell carcinoma","Uterus, cervix","2"
"SEC14L2::CCDC157","Adenocarcinoma","Liver","2"
"SEC14L1::TEX2","Adenocarcinoma","Breast","2"
"SEC14L1::SPOP","Squamous cell carcinoma","Lung","2"
"SDK1::CHST12","Adenocarcinoma","Prostate","2"
"SDHB::PLN","Adenocarcinoma","Lung","2"
"SDHAF4::SH3BGRL2","Malignant melanoma","Skin","2"
"SDHAF2::RIN1","Adenocarcinoma","Breast","2"
"SDHAF2::MAJIN","Adenocarcinoma","Breast","2"
"SDF2::RPTOR","Adenocarcinoma","Breast","2"
"SDF2::MSI2","Adenocarcinoma","Breast","2"
"SDF2::MAP2K6","Adenocarcinoma","Breast","2"
"SDE2::SLC22A15","Adenocarcinoma","Prostate","2"
"SDE2::CCDC190","Astrocytoma, grade I-II","Brain","2"
"SDCCAG8::TFB2M","Malignant melanoma","Skin","2"
"SDC4::TSHZ2","Adenocarcinoma","Lung","2"
"SDC4::TP53TG5","Adenocarcinoma","Stomach","2"
"SDC4::SPCS1","Astrocytoma, grade III-IV/Glioblastoma","Brain","2"
"SDC4::ROS1","Adenocarcinoma","Lung","2"
"SDC1::PUM2","Adenocarcinoma","Stomach","2"
"SDAD1::CXCL9","Squamous cell carcinoma","Uterus, cervix","2"
"SCYL3::PDZRN4","Adenocarcinoma","Prostate","2"
"SCYL3::KIFAP3","Adenocarcinoma","Stomach","2"
"SCYL3::CLPTM1L","Malignant melanoma","Skin","2"
"SCYL2::UTP20","Transitional cell carcinoma","Bladder","2"
"SCYL2::GARIN6","Adenocarcinoma","Breast","2"
"SCYL2::ANKS1B","Malignant melanoma","Skin","2"
"SCYL1::PACS1","Adenocarcinoma","Large intestine","2"
"SCYL1::FRMD8","Adenocarcinoma","Breast","2"
"SCUBE3::ANKS1A","Adenocarcinoma","Breast","2"
"SCUBE2::LDHC","Transitional cell carcinoma","Bladder","2"
"SCRN2::GIP","Malignant epithelial tumor, special type","Uterus, corpus","2"
"SCRN2::CBX1","Adenocarcinoma","Uterus, corpus","2"
"SCRN1::WIPF3","Squamous cell carcinoma","Lung","2"
"SCRN1::WDR53","Squamous cell carcinoma","Lung","2"
"SCRIB::NRBP2","Astrocytoma, grade I-II","Brain","2"
"SCP2::STXBP3","Malignant melanoma","Skin","2"
"SCP2::NCAM1","Adenocarcinoma","Prostate","2"
"SCNN1A::TNFRSF1A","Nonneoplastic epithelial disorder/lesion","Lung","2"
"SCNN1A::LPAR5","Adenocarcinoma","Uterus, corpus","2"
"SCN8A::KCNC2","Transitional cell carcinoma","Bladder","2"
"SCN8A::ATF1","Astrocytoma, grade I-II","Brain","2"
"SCN4A::TRIM47","Adenocarcinoma","Lung","2"
"SCML4::TUSC3","Adenocarcinoma","Breast","2"
"SCML2::MAP7D2","Adenocarcinoma","Breast","2"
"SCMH1::TRAPPC3","Adenocarcinoma","Ovary","2"
"SCMH1::SQOR","Adenocarcinoma","Prostate","2"
"SCMH1::PPT1","Adenocarcinoma","Breast","2"
"SCMH1::GPBP1L1","Adenocarcinoma","Breast","2"
"SCMH1::EIF2B3","Adenocarcinoma","Breast","2"
"SCMH1::CUL3","Adenocarcinoma","Lung","2"
"SCMH1::CA6","Adenocarcinoma","Adrenal","2"
"SCMH1::AGO3","Adenocarcinoma","Breast","2"
"SCFD2::SPINK2","Astrocytoma, grade I-II","Brain","2"
"SCFD2::NARS2","Adenocarcinoma","Lung","2"
"SCD::SEC61A2","Astrocytoma, grade I-II","Brain","2"
"SCD5::STAP1","Adenocarcinoma","Prostate","2"
"SCCPDH::CNST","Adenocarcinoma","Breast","2"
"SCARB2::SGMS1","Adenocarcinoma","Adrenal","2"
"SCARB2::NIPSNAP1","Adenocarcinoma","Liver","2"
"SCARB1::SUB1","Adenocarcinoma","Prostate","2"
"SCARB1::RIMBP2","Astrocytoma, grade I-II","Brain","2"
"SCAPER::TSPAN3","Malignant melanoma","Skin","2"
"SCAPER::LINGO1","Adenocarcinoma","Ovary","2"
"SCAPER::CEP120","Adenocarcinoma","Large intestine","2"
"SCAP::SLC25A20","Adenocarcinoma","Ovary","2"
"SCAMP4::DAZAP1","Transitional cell carcinoma","Bladder","2"
"SCAMP4::COX8A","Adenocarcinoma","Adrenal","2"
"SCAMP2::PLAUR","Malignant melanoma","Skin","2"
"SCAI::TOX3","Adenocarcinoma","Breast","2"
"SCAI::PPP6C","Adenocarcinoma","Breast","2"
"SCAF8::VWA8","Adenocarcinoma","Thyroid","2"
"SCAF8::SAMD5","Adenocarcinoma","Prostate","2"
"SCAF8::GREB1","Adenocarcinoma","Prostate","2"
"SCAF8::GINM1","Adenocarcinoma","Breast","2"
"SCAF1::MAP4K1","Adenocarcinoma","Breast","2"
"SBNO2::TULP2","Adenocarcinoma","Adrenal","2"
"SBNO2::RAP1GAP","Malignant melanoma","Skin","2"
"SBNO2::PIAS4","Adenocarcinoma","Ovary","2"
"SBNO2::CACNA2D2","Adenocarcinoma","Uterus, corpus","2"
"SBF2::PRMT3","Squamous cell carcinoma","Lung","2"
"SBF2::PGAP2","Adenocarcinoma","Breast","2"
"SBF2::PDE3B","Adenocarcinoma","Lung","2"
"SBF2::MRGPRX3","Malignant melanoma","Skin","2"
"SBF2::CSTPP1","Adenocarcinoma","Liver","2"
"SBF2::CNTN5","Malignant melanoma","Skin","2"
"SAYSD1::PACSIN1","Astrocytoma, grade I-II","Brain","2"
"SATB1::STAC","Adenocarcinoma","Prostate","2"
"SATB1::RET","Adenocarcinoma","Thyroid","2"
"SATB1::PDGFRB","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","2"
"SASH1::PLN","Adenocarcinoma","Uterus, corpus","2"
"SASH1::ARID1B","Adenocarcinoma","Breast","2"
"SASH1::AFDN","Astrocytoma, grade I-II","Brain","2"
"SASH1::ADGB","Adenocarcinoma","Prostate","2"
"SART3::PDGFRB","Chronic eosinophilic leukemia/hypereosinophilic syndrome","","2"
"SART3::DAO","Adenocarcinoma","Uterus, corpus","2"
"SART3::CORO1C","Adenocarcinoma","Lung","2"
"SART1::CNTN5","Squamous cell carcinoma","Nasopharynx","2"
"SARS1::ELAPOR1","Adenocarcinoma","Breast","2"
"SARNP::MMP19","Malignant epithelial tumor, special type","Uterus, corpus","2"
"SARNP::KCNN4","Adenocarcinoma","Ovary","2"
"SARAF::TNKS","Adenocarcinoma","Prostate","2"
"SAR1A::NPFFR1","Adenocarcinoma","Lung","2"
"SAP30BP::MYO15B","Transitional cell carcinoma","Bladder","2"
"SAP30BP::MRPL58","Adenocarcinoma","Breast","2"
"SAP30BP::KCTD2","Adenocarcinoma","Breast","2"
"SAMHD1::DDX27","Adenocarcinoma","Breast","2"
"SAMD8::ADK","Transitional cell carcinoma","Bladder","2"
"SAMD4B::SPTBN4","Adenocarcinoma","Large intestine","2"
"SAMD4B::SLFN5","Squamous cell carcinoma","Uterus, cervix","2"
"SAMD4B::GMFG","Adenocarcinoma","Uterus, corpus","2"
"SAMD4B::FBXO27","Transitional cell carcinoma","Bladder","2"
"SAMD4A::TIMM9","Adenocarcinoma","Kidney","2"
"SAMD4A::CGRRF1","Astrocytoma, grade I-II","Brain","2"
"SAMD3::GRIK2","Malignant melanoma","Eye","2"
"SAMD14::DDX42","Adenocarcinoma","Breast","2"
"SAMD12::USP37","Adenocarcinoma","Breast","2"
"SAMD12::RTN1","Squamous cell carcinoma","Lung","2"
"SAMD12::FDCSP","Adenocarcinoma","Breast","2"
"SAFB::RFX2","Adenocarcinoma","Ovary","2"
"SAFB2::LONP1","Adenocarcinoma","Lung","2"
"SAFB2::KHSRP","Adenocarcinoma","Prostate","2"
"SAFB2::AP2A1","Malignant melanoma","Skin","2"
"SAE1::ZBTB45","Adenocarcinoma","Breast","2"
"SAE1::WDR18","Adenocarcinoma","Kidney","2"
"SAE1::RPA2","Adenocarcinoma","Uterus, corpus","2"
"SAE1::GRIN2D","Adenocarcinoma","Large intestine","2"
"SAE1::FGF9","Adenocarcinoma","Large intestine","2"
"SAE1::BAX","Adenocarcinoma","Prostate","2"
"SACS::MIPEP","Squamous cell carcinoma","Lung","2"
"SAC3D1::SNX15","Adenocarcinoma","Ovary","2"
"S1PR2::RAVER1","Adenocarcinoma","Lung","2"
"S100A13::GBA1","Adenocarcinoma","Liver","2"
"RYR3::LARP4","Adenocarcinoma","Breast","2"
"RYR3::BUB1B","Astrocytoma, grade I-II","Brain","2"
"RYR2::WLS","Astrocytoma, grade I-II","Brain","2"
"RYR2::GPR137B","Adenocarcinoma","Breast","2"
"RYR1::ZNF383","Adenocarcinoma","Uterus, corpus","2"
"RYK::RABL3","Adenocarcinoma","Breast","2"
"RYK::KALRN","Adenocarcinoma","Prostate","2"
"RYBP::CNTN4","Adenocarcinoma","Prostate","2"
"RXRG::FAM78B","Malignant melanoma","Skin","2"
"RXRA::WDR5","Adenocarcinoma","Liver","2"
"RXRA::KCNT2","Adenocarcinoma","Liver","2"
"RXRA::BCAS3","Squamous cell carcinoma","Uterus, cervix","2"
"RXRA::ALG9","Adenocarcinoma","Liver","2"
"RWDD3::CCDC18","Adenocarcinoma","Breast","2"
"RWDD2B::MX2","Transitional cell carcinoma","Bladder","2"
"RWDD1::WASF1","Adenocarcinoma","Breast","2"
"RUSC2::ABAT","Astrocytoma, grade I-II","Brain","2"
"RUNX2::USP6","Aneurysmal bone cyst","Skeleton","2"
"RUNX2::IFT88","Adenocarcinoma","Breast","2"
"RUNX1T1::ZC2HC1A","Adenocarcinoma","Oesophagus","2"
"RUNX1T1::PLAG1","Lipoblastoma","Soft tissue","2"
"RUNX1::USP42","Acute myelomonocytic leukemia (FAB type M4)","","2"
"RUNX1::USP42","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","2"
"RUNX1::RUNX1T1","Chronic myeloid leukemia, t(9;22)","","2"
"RUNX1::PROS1","Adenocarcinoma","Large intestine","2"
"RUNX1::MECOM","Chronic myeloid leukemia, t(9;22)","","2"
"RUNX1::EVX1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","2"
"RUNX1::ETV6","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","2"
"RUNX1::DTD1","Adenocarcinoma","Breast","2"
"RUNX1::DSCAM","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","2"
"RUNX1::CEP76","Adenocarcinoma","Lung","2"
"RUNX1::CBFA2T3","Myelodysplastic syndrome, NOS","","2"
"RUNX1::CBFA2T3","Acute myelomonocytic leukemia (FAB type M4)","","2"
"RUNX1::CBFA2T3","Acute myeloid leukemia, NOS","","2"
"RUNX1::CBFA2T3","Acute myeloblastic leukemia without maturation (FAB type M1)","","2"
"RUNX1::CBFA2T3","Acute myeloblastic leukemia with maturation (FAB type M2)","","2"
"RUNX1::CBFA2T2","Acute myeloid leukemia, NOS","","2"
"RUNX1::AFF3","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","2"
"RUNDC1::RGS9","Squamous cell carcinoma","Uterus, cervix","2"
"RUFY2::RET","Adenocarcinoma","Thyroid","2"
"RTTN::MAPK4","Astrocytoma, grade III-IV/Glioblastoma","Brain","2"
"RTN4R::SLC35G2","Squamous cell carcinoma","Lung","2"
"RTN4R::DNAH2","Squamous cell carcinoma","Lung","2"
"RTN4::DTNB","Adenocarcinoma","Breast","2"
"RTN3::SLC22A9","Adenocarcinoma","Stomach","2"
"RTN3::PLAAT5","Adenocarcinoma","Lung","2"
"RTKN::M1AP","Astrocytoma, grade I-II","Brain","2"
"RTKN::CTF1","Squamous cell carcinoma","Lung","2"
"RTCB::FAM83F","Malignant melanoma","Skin","2"
"RSU1::LARP4B","Adenocarcinoma","Gallbladder/Biliary system","2"
"RSU1::BAALC","Transitional cell carcinoma","Bladder","2"
"RSF1::TRPC6","Malignant melanoma","Skin","2"
"RSF1::TENM4","Adenocarcinoma","Breast","2"
"RSF1::PHF12","Adenocarcinoma","Breast","2"
"RSF1::NARS2","Malignant melanoma","Skin","2"
"RSF1::KLC2","Astrocytoma, grade I-II","Brain","2"
"RSF1::KCTD21","Adenocarcinoma","Ovary","2"
"RSF1::ARRB1","Malignant melanoma","Skin","2"
"RSF1::ADAM2","Adenocarcinoma","Breast","2"
"RSBN1L::HGF","Malignant melanoma","Skin","2"
"RRP7A::PACSIN2","Adenocarcinoma","Adrenal","2"
"RRP1B::SLX9","Adenocarcinoma","Prostate","2"
"RRP12::EXOSC1","Squamous cell carcinoma","Lung","2"
"RRP12::CRTAC1","Adenocarcinoma","Breast","2"
"RRM2B::ZNF704","Squamous cell carcinoma","Lung","2"
"RRM2B::ZFPM2","Adenocarcinoma","Breast","2"
"RRM2::RRM2","Adenocarcinoma","Breast","2"
"RRM2::RREB1","Adenocarcinoma","Breast","2"
"RREB1::WRAP53","Adenocarcinoma","Prostate","2"
"RREB1::MRTFB","Soft tissue tumor, special type","Tongue","2"
"RREB1::MRTFB","Soft tissue tumor, special type","Soft tissue","2"
"RREB1::GPX6","Adenocarcinoma","Breast","2"
"RREB1::GABARAPL1","Adenocarcinoma","Prostate","2"
"RREB1::F13A1","Adenocarcinoma","Liver","2"
"RREB1::EEF1E1","Astrocytoma, grade III-IV/Glioblastoma","Brain","2"
"RRBP1::TASP1","Adenocarcinoma","Lung","2"
"RRBP1::MACROD2","Adenocarcinoma","Prostate","2"
"RRBP1::CHID1","Adenocarcinoma","Lung","2"
"RRBP1::ALK","Inflammatory myofibroblastic tumor/myofibroblastic sarcoma","Soft tissue","2"
"RRAS2::FHIT","Adenocarcinoma","Prostate","2"
"RRAGC::RHBDL2","Malignant epithelial tumor, special type","Uterus, corpus","2"
"RPTOR::STXBP4","Squamous cell carcinoma","Lung","2"
"RPTOR::IQCH","Adenocarcinoma","Prostate","2"
"RPTOR::FAHD2B","Adenocarcinoma","Uterus, corpus","2"
"RPTOR::CD163","Adenocarcinoma","Uterus, corpus","2"
"RPTOR::ANKFN1","Adenocarcinoma","Breast","2"
"RPS6KC1::VASH2","Adenocarcinoma","Prostate","2"
"RPS6KC1::TFPI","Adenocarcinoma","Lung","2"
"RPS6KC1::SDCCAG8","Adenocarcinoma","Lung","2"
"RPS6KC1::CD34","Adenocarcinoma","Lung","2"
"RPS6KC1::CATSPERE","Adenocarcinoma","Breast","2"
"RPS6KB2::VSIR","Adenocarcinoma","Breast","2"
"RPS6KB2::ST3GAL2","Transitional cell carcinoma","Bladder","2"
"RPS6KB2::PAAF1","Adenocarcinoma","Breast","2"
"RPS6KB1::TEX2","Adenocarcinoma","Breast","2"
"RPS6KB1::RNF213","Adenocarcinoma","Breast","2"
"RPS6KB1::EFCAB3","Adenocarcinoma","Breast","2"
"RPS6KB1::DIAPH3","Adenocarcinoma","Breast","2"
"RPS6KA6::HDX","Adenocarcinoma","Breast","2"
"RPS6KA5::BMP4","Malignant melanoma","Skin","2"
"RPS6KA4::CATSPERZ","Malignant melanoma","Skin","2"
"RPS6KA3::BMX","Adenocarcinoma","Stomach","2"
"RPS6KA2::MCHR2","Astrocytoma, grade I-II","Brain","2"
"RPS6KA1::RASGRP3","Adenocarcinoma","Breast","2"
"RPS6KA1::LIN28A","Adenocarcinoma","Lung","2"
"RPS3::TSKU","Adenocarcinoma","Breast","2"
"RPS19BP1::KCNE1","Adenocarcinoma","Breast","2"
"RPRD1B::MEF2B","Adenocarcinoma","Adrenal","2"
"RPRD1B::CTNNBL1","Adenocarcinoma","Lung","2"
"RPRD1B::ANKRD17","Adenocarcinoma","Breast","2"
"RPRD1A::SLC39A6","Adenocarcinoma","Breast","2"
"RPRD1A::RALGAPA2","Adenocarcinoma","Breast","2"
"RPP40::LYRM4","Adenocarcinoma","Breast","2"
"RPP14::FLNB","Adenocarcinoma","Stomach","2"
"RPP14::ABHD6","Malignant melanoma","Skin","2"
"RPN2::ZBTB46","Malignant epithelial tumor, special type","Uterus, corpus","2"
"RPN2::MYL9","Squamous cell carcinoma","Lung","2"
"RPN1::PRDM16","Chronic myelomonocytic leukemia","","2"
"RPN1::PRDM16","Acute myelomonocytic leukemia (FAB type M4)","","2"
"RPN1::MECOM","Acute myeloid leukemia, NOS","","2"
"RPN1::MECOM","Acute myeloblastic leukemia without maturation (FAB type M1)","","2"
"RPN1::MAP6D1","Adenocarcinoma","Kidney","2"
"RPLP2::TALDO1","Adenocarcinoma","Lung","2"
"RPL41::SMARCC2","Transitional cell carcinoma","Bladder","2"
"RPL41::NACA","Astrocytoma, grade III-IV/Glioblastoma","Brain","2"
"RPL36::MFSD12","Adenocarcinoma","Breast","2"
"RPL19::CCL11","Adenocarcinoma","Breast","2"
"RPGRIP1L::KLHL22","Adenocarcinoma","Breast","2"
"RPF1::PRKACB","Malignant melanoma","Skin","2"
"RPAP3::HDAC7","Transitional cell carcinoma","Bladder","2"
"RPAP3::ADAM32","Squamous cell carcinoma","Lung","2"
"RPAIN::LRRC27","Adenocarcinoma","Breast","2"
"RPAIN::FHIT","Adenocarcinoma","Breast","2"
"RPA1::WDR81","Adenocarcinoma","Gallbladder/Biliary system","2"
"ROS1::SLC34A2","Adenocarcinoma","Lung","2"
"ROS1::CD74","Adenocarcinoma","Lung","2"
"RORA::STARD9","Adenocarcinoma","Prostate","2"
"RORA::ARNT2","Adenocarcinoma","Breast","2"
"ROR2::KCNC2","Adenocarcinoma","Breast","2"
"ROR2::FAM50B","Malignant epithelial tumor, special type","Uterus, corpus","2"
"ROCK2::NTSR2","Adenocarcinoma","Prostate","2"
"ROCK2::NCOA1","Adenocarcinoma","Kidney","2"
"ROCK2::ASAP2","Adenocarcinoma","Stomach","2"
"ROCK1::THNSL1","Adenocarcinoma","Pancreas","2"
"ROCK1::RNF38","Squamous cell carcinoma","Lung","2"
"ROCK1::OSBPL1A","Adenocarcinoma","Pancreas","2"
"ROCK1::MAP1B","Malignant melanoma","Skin","2"
"ROCK1::LRIG3","Adenocarcinoma","Breast","2"
"ROCK1::GUCA2B","Transitional cell carcinoma","Bladder","2"
"ROCK1::GATA6","Adenocarcinoma","Lung","2"
"ROCK1::FABP2","Transitional cell carcinoma","Bladder","2"
"ROCK1::CHST9","Adenocarcinoma","Pancreas","2"
"ROCK1::CDH2","Squamous cell carcinoma","Lung","2"
"ROCK1::CABYR","Adenocarcinoma","Lung","2"
"ROCK1::ANKRD29","Adenocarcinoma","Stomach","2"
"ROCK1::ABHD3","Adenocarcinoma","Breast","2"
"ROBO2::ERLIN2","Squamous cell carcinoma","Lung","2"
"ROBO1::THAP4","Malignant melanoma","Skin","2"
"ROBO1::SEMA5B","Malignant melanoma","Skin","2"
"ROBO1::MED12L","Squamous cell carcinoma","Lung","2"
"ROBO1::HMCN1","Malignant melanoma","Skin","2"
"ROBO1::ADGRL3","Transitional cell carcinoma","Bladder","2"
"RO60::CACNA1S","Adenocarcinoma","Prostate","2"
"RNPC3::KIAA0825","Adenocarcinoma","Breast","2"
"RNH1::TOLLIP","Adenocarcinoma","Uterus, corpus","2"
"RNH1::SCT","Adenocarcinoma","Breast","2"
"RNH1::HRAS","Squamous cell carcinoma","Nasopharynx","2"
"RNGTT::MDN1","Adenocarcinoma","Breast","2"
"RNFT1::PAAF1","Adenocarcinoma","Breast","2"
"RNF8::H2AC6","Adenocarcinoma","Pancreas","2"
"RNF44::NXF3","Adenocarcinoma","Breast","2"
"RNF43::SUPT4H1","Adenocarcinoma","Large intestine","2"
"RNF43::HSF5","Adenocarcinoma","Large intestine","2"
"RNF41::MYO1C","Adenocarcinoma","Ovary","2"
"RNF41::MSRB3","Transitional cell carcinoma","Bladder","2"
"RNF40::PLK1","Adenocarcinoma","Breast","2"
"RNF40::IL21R","Squamous cell carcinoma","Lung","2"
"RNF38::LMOD2","Adenocarcinoma","Prostate","2"
"RNF38::LCE5A","Malignant melanoma","Skin","2"
"RNF38::GRHPR","Malignant epithelial tumor, special type","Uterus, corpus","2"
"RNF38::GLIPR2","Adenocarcinoma","Breast","2"
"RNF34::WDFY2","Malignant melanoma","Skin","2"
"RNF2::MRC2","Malignant epithelial tumor, special type","Uterus, corpus","2"
"RNF24::SNRPD3","Adenocarcinoma","Oesophagus","2"
"RNF24::ISM1","Adenocarcinoma","Breast","2"
"RNF24::CDS2","Adenocarcinoma","Lung","2"
"RNF217::PRDM1","Adenocarcinoma","Breast","2"
"RNF216::ST14","Adenocarcinoma","Breast","2"
"RNF216::JAZF1","Adenocarcinoma","Lung","2"
"RNF214::PAFAH1B2","Adenocarcinoma","Ovary","2"
"RNF213::SLC26A11","Adenocarcinoma","Breast","2"
"RNF213::PPP1R27","Malignant epithelial tumor, special type","Uterus, corpus","2"
"RNF213::NVL","Adenocarcinoma","Uterus, corpus","2"
"RNF213::IL22RA1","Transitional cell carcinoma","Bladder","2"
"RNF213::ETV5","Adenocarcinoma","Breast","2"
"RNF213::ALK","Anaplastic large cell lymphoma, systemic type","","2"
"RNF19A::TRIQK","Squamous cell carcinoma","Lung","2"
"RNF19A::SLC41A3","Adenocarcinoma","Breast","2"
"RNF19A::RIDA","Adenocarcinoma","Breast","2"
"RNF19A::PRSS3","Squamous cell carcinoma","Lung","2"
"RNF19A::NCALD","Transitional cell carcinoma","Bladder","2"
"RNF185::SMTN","Adenocarcinoma","Breast","2"
"RNF185::NKX1-1","Malignant epithelial tumor, special type","Uterus, corpus","2"
"RNF185::ISX","Adenocarcinoma","Breast","2"
"RNF185::EIF4ENIF1","Adenocarcinoma","Kidney","2"
"RNF180::GPX8","Squamous cell carcinoma","Lung","2"
"RNF170::SFRP1","Adenocarcinoma","Lung","2"
"RNF170::HOOK3","Adenocarcinoma","Breast","2"
"RNF170::GOLGA7","Adenocarcinoma","Breast","2"
"RNF170::CSMD1","Adenocarcinoma","Prostate","2"
"RNF170::CRYBB1","Adenocarcinoma","Prostate","2"
"RNF170::ADAM32","Adenocarcinoma","Large intestine","2"
"RNF169::POLD3","Transitional cell carcinoma","Bladder","2"
"RNF169::CALCOCO2","Adenocarcinoma","Breast","2"
"RNF169::ANAPC15","Adenocarcinoma","Breast","2"
"RNF167::PLD2","Squamous cell carcinoma","Lung","2"
"RNF167::PIGL","Adenocarcinoma","Breast","2"
"RNF145::PDE4D","Malignant melanoma","Skin","2"
"RNF144B::PPP3CA","Adenocarcinoma","Prostate","2"
"RNF144B::LYRM4","Adenocarcinoma","Breast","2"
"RNF144B::KDM1B","Malignant melanoma","Skin","2"
"RNF144B::CFAP206","Adenocarcinoma","Liver","2"
"RNF144A::MSH2","Malignant melanoma","Skin","2"
"RNF13::TM4SF4","Adenocarcinoma","Ovary","2"
"RNF13::TM4SF4","Adenocarcinoma","Breast","2"
"RNF139::EIF2A","Adenocarcinoma","Lung","2"
"RNF135::RAB11FIP4","Adenocarcinoma","Ovary","2"
"RNF130::RASGEF1C","Adenocarcinoma","Lung","2"
"RNF130::HRH2","Malignant melanoma","Skin","2"
"RNF122::NEGR1","Adenocarcinoma","Breast","2"
"RNF121::VWA5A","Adenocarcinoma","Lung","2"
"RNF121::VPS37C","Adenocarcinoma","Breast","2"
"RNF121::VASP","Adenocarcinoma","Prostate","2"
