,CanonicalFusionName,Gene1,Gene2,ProfileID,ModelID,TotalReadsSupportingFusion,TotalFusionCoverage,FFPM,SplitReads1,SplitReads2,DiscordantMates,Strand1,Strand2,ReadingFrame
78411,LCOR--RTEL1-TNFRSF6B,LCOR (ENSG00000196233.14),RTEL1-TNFRSF6B (ENSG00000026036.22),PR-JehSOL,ACH-002533,192,496,2.856668488635942,47,22,123,+/+,+/+,.
78412,LINC00863--NUTM2A-AS1,NUTM2A-AS1 (ENSG00000223482.8),LINC00863 (ENSG00000224914.4),PR-JehSOL,ACH-002533,5,393,0.07439240855822767,1,0,4,-/-,+/-,.
78413,MINPP1--NUTM2A-AS1,NUTM2A-AS1 (ENSG00000223482.8),MINPP1 (ENSG00000107789.16),PR-JehSOL,ACH-002533,13,600,0.19342026225139192,0,1,12,-/-,+/+,.
78414,NEK6--RP11-304F15.7,RP11-304F15.7 (.),NEK6 (ENSG00000119408.17),PR-JehSOL,ACH-002533,3,392,0.04463544513493659,0,3,0,./+,+/+,.
78415,NEK6--RP11-304F15.7,RP11-304F15.7 (ENSG00000262837.1),NEK6 (ENSG00000119408.17),PR-JehSOL,ACH-002533,19,399,0.2826911525212651,4,0,15,+/+,+/+,.
78416,NEK6--TAC4,TAC4 (ENSG00000176358.15),NEK6 (ENSG00000119408.17),PR-JehSOL,ACH-002533,3,386,0.04463544513493659,3,0,0,-/+,+/+,.
78417,NUCB1--TULP2,NUCB1 (ENSG00000104805.16),TULP2 (ENSG00000104804.8),PR-JehSOL,ACH-002533,13,652,0.19342026225139192,2,5,6,+/+,-/-,in-frame
78418,OTULIN--UQCRBP3,OTULIN (ENSG00000154124.5),UQCRBP3 (ENSG00000249928.2),PR-JehSOL,ACH-002533,3,97,0.04463544513493659,0,1,2,+/+,-/+,out-of-frame
78419,PRMT1--PRR12,PRR12 (.),PRMT1 (ENSG00000126457.22),PR-JehSOL,ACH-002533,75,1055,1.115886128373415,2,3,70,./+,+/+,.
78420,RAF1--SNHG17,SNHG17 (.),RAF1 (ENSG00000132155.13),PR-JehSOL,ACH-002533,4,374,0.059513926846582126,0,1,3,./+,-/-,.
78421,RP1-117B12.4--RP11-554D15.4,RP1-117B12.4 (.),RP11-554D15.4 (ENSG00000224583.1),PR-JehSOL,ACH-002533,5,140,0.07439240855822767,0,5,0,./-,+/+,.
78422,RP11-955H22.2--ZHX3,ZHX3 (ENSG00000174306.22),RP11-955H22.2 (.),PR-JehSOL,ACH-002533,7,38,0.10414937198151872,0,3,4,-/-,./-,.
78423,RP11-955H22.2--ZHX3,ZHX3 (ENSG00000174306.22),RP11-955H22.2 (ENSG00000256502.1),PR-JehSOL,ACH-002533,4,117,0.059513926846582126,0,2,2,-/-,-/-,.
78424,SLC8A1--SPAST,SPAST (ENSG00000021574.13),SLC8A1 (ENSG00000183023.18),PR-JehSOL,ACH-002533,7,279,0.10414937198151872,0,0,7,+/+,-/+,out-of-frame
78425,TFAM--TFAM,TFAM (.),TFAM (ENSG00000108064.11),PR-JehSOL,ACH-002533,16,479,0.2380557073863285,2,1,13,./+,+/+,.
78426,ZNF321P--ZNF816,ZNF816 (ENSG00000180257.14),ZNF321P (ENSG00000213801.4),PR-JehSOL,ACH-002533,14,88,0.20829874396303744,5,2,7,-/-,-/+,out-of-frame
78427,ZNF816-ZNF321P--ZNF816-ZNF321P,ZNF816-ZNF321P (ENSG00000221874.4),ZNF816-ZNF321P (ENSG00000221874.4),PR-JehSOL,ACH-002533,6,88,0.08927089026987318,3,2,1,-/-,-/+,out-of-frame
78428,AC026167.1--AC027119.1,AC027119.1 (ENSG00000229642.1),AC026167.1 (ENSG00000226022.1),PR-b8Fg0G,ACH-002535,16,100,0.26489506612409974,1,3,12,+/+,+/+,.
78429,ANKHD1-EIF4EBP3--CREBRF,CREBRF (ENSG00000164463.12),ANKHD1-EIF4EBP3 (ENSG00000254996.5),PR-b8Fg0G,ACH-002535,278,1551,4.602551773906233,5,126,147,+/+,+/+,.
78430,ATP5F1CP1--BMP4,ATP5F1CP1 (.),BMP4 (ENSG00000125378.16),PR-b8Fg0G,ACH-002535,27,3179,0.4470104240844183,1,25,1,./-,-/-,.
78431,BRCA1--HEATR6,BRCA1 (ENSG00000012048.23),HEATR6 (ENSG00000068097.15),PR-b8Fg0G,ACH-002535,4,196,0.06622376653102494,0,2,2,-/-,-/-,.
78432,C1orf109--KLK2,C1orf109 (ENSG00000116922.15),KLK2 (ENSG00000167751.13),PR-b8Fg0G,ACH-002535,3,249,0.04966782489826871,0,1,2,-/-,+/+,.
78433,CADM4--ZNF155,CADM4 (ENSG00000105767.3),ZNF155 (ENSG00000204920.11),PR-b8Fg0G,ACH-002535,4,1091,0.06622376653102494,1,1,2,-/-,+/-,out-of-frame
78434,CCDC200--HEATR6,CCDC200 (ENSG00000236383.8),HEATR6 (ENSG00000068097.15),PR-b8Fg0G,ACH-002535,4,97,0.06622376653102494,0,1,3,-/-,-/-,.
78435,CCR10--UBALD2,UBALD2 (ENSG00000185262.9),CCR10 (ENSG00000184451.5),PR-b8Fg0G,ACH-002535,126,292,2.0860486457272858,30,61,35,+/+,-/-,in-frame
78436,CDC42BPB--LINC00605,CDC42BPB (ENSG00000198752.11),LINC00605 (ENSG00000251533.2),PR-b8Fg0G,ACH-002535,51,510,0.8443530232705679,9,12,30,-/-,-/-,out-of-frame
78437,CH507-236L23.3--CH507-338C24.1,CH507-236L23.3 (.),CH507-338C24.1 (ENSG00000277991.4),PR-b8Fg0G,ACH-002535,2,71,0.03311188326551247,0,2,0,./-,-/-,.
78438,CLIP1--ZCCHC8,CLIP1 (ENSG00000130779.22),ZCCHC8 (ENSG00000033030.15),PR-b8Fg0G,ACH-002535,39,303,0.6456817236774932,1,38,0,-/-,-/-,.
78439,CREBRF--EIF4EBP3,CREBRF (ENSG00000164463.12),EIF4EBP3 (ENSG00000243056.2),PR-b8Fg0G,ACH-002535,278,1551,4.602551773906233,5,126,147,+/+,+/+,.
78440,CRIM1--RPL21P36,CRIM1 (ENSG00000150938.10),RPL21P36 (.),PR-b8Fg0G,ACH-002535,17,180,0.281451007756856,1,1,15,+/+,./+,out-of-frame
78441,CTBP2P1--U2,U2 (.),CTBP2P1 (ENSG00000235857.1),PR-b8Fg0G,ACH-002535,9,181,0.14900347469480613,2,6,1,./-,+/+,.
78442,EIF3H--RAD21,RAD21 (ENSG00000164754.15),EIF3H (ENSG00000147677.11),PR-b8Fg0G,ACH-002535,205,2726,3.3939680347150283,38,64,103,-/-,-/-,in-frame
78443,EIF3H--RAD21,RAD21 (ENSG00000164754.15),EIF3H (ENSG00000147677.11),PR-b8Fg0G,ACH-002535,133,2689,2.2019402371565793,4,7,122,-/-,-/-,out-of-frame
78444,ERBIN--NLN,ERBIN (ENSG00000112851.15),NLN (ENSG00000123213.23),PR-b8Fg0G,ACH-002535,3,642,0.04966782489826871,1,0,2,+/+,+/+,.
78445,ERBIN--NLN,ERBIN (ENSG00000112851.15),NLN (ENSG00000123213.23),PR-b8Fg0G,ACH-002535,6,694,0.09933564979653742,1,1,4,+/+,+/+,in-frame
78446,GRM7-AS1--LMCD1-AS1,LMCD1-AS1 (ENSG00000227110.7),GRM7-AS1 (ENSG00000236202.1),PR-b8Fg0G,ACH-002535,8,29,0.13244753306204987,0,1,7,-/-,-/-,.
78447,HBG1--OR51B5,OR51B5 (ENSG00000167355.8),HBG1 (ENSG00000213934.9),PR-b8Fg0G,ACH-002535,12,3952,0.19867129959307483,7,0,5,-/-,-/-,.
78448,IGFBP4--TRAF4,TRAF4 (ENSG00000076604.15),IGFBP4 (ENSG00000141753.7),PR-b8Fg0G,ACH-002535,15,337,0.24833912449134352,3,6,6,+/+,+/+,out-of-frame
78449,KCNQ5--SFMBT1,SFMBT1 (ENSG00000163935.14),KCNQ5 (ENSG00000185760.17),PR-b8Fg0G,ACH-002535,75,223,1.2416956224567177,9,12,54,-/-,+/+,out-of-frame
78450,LINC00645--RP11-384J4.2,RP11-384J4.2 (ENSG00000258081.4),LINC00645 (ENSG00000258548.6),PR-b8Fg0G,ACH-002535,4,42,0.06622376653102494,1,0,3,+/+,+/+,.
78451,LINC00665--ZFP14,ZFP14 (ENSG00000142065.14),LINC00665 (ENSG00000232677.9),PR-b8Fg0G,ACH-002535,46,685,0.7615733151067868,4,4,38,-/-,-/-,out-of-frame
78452,LINC01483--NEK8,NEK8 (ENSG00000160602.14),LINC01483 (ENSG00000227517.7),PR-b8Fg0G,ACH-002535,5,46,0.08277970816378118,0,2,3,+/+,+/+,out-of-frame
78453,LINC02306--SPRING1,SPRING1 (ENSG00000111412.6),LINC02306 (ENSG00000257986.3),PR-b8Fg0G,ACH-002535,24,309,0.39734259918614967,12,5,7,-/-,-/-,.
78454,LINC02643--NEBL,LINC02643 (ENSG00000230109.1),NEBL (ENSG00000078114.19),PR-b8Fg0G,ACH-002535,14,208,0.2317831828585873,0,1,13,-/-,-/-,.
78455,LINC02742--RP11-466I1.1,LINC02742 (ENSG00000249867.6),RP11-466I1.1 (ENSG00000254526.1),PR-b8Fg0G,ACH-002535,5,56,0.08277970816378118,0,1,4,+/+,+/+,.
78456,MID1--RP11-120D5.1,RP11-120D5.1 (ENSG00000234129.8),MID1 (ENSG00000101871.16),PR-b8Fg0G,ACH-002535,10,337,0.16555941632756235,2,0,8,-/-,-/-,.
78457,NIN--SAV1,SAV1 (.),NIN (ENSG00000100503.26),PR-b8Fg0G,ACH-002535,110,198,1.821153579603186,13,17,80,./+,-/+,.
78458,RGS7--RP11-80B9.4,RGS7 (ENSG00000182901.17),RP11-80B9.4 (ENSG00000230015.3),PR-b8Fg0G,ACH-002535,20,25,0.3311188326551247,3,1,16,-/-,-/-,out-of-frame
78459,SC22CB-56B3.1--U2,SC22CB-56B3.1 (ENSG00000279973.2),U2 (.),PR-b8Fg0G,ACH-002535,59,396,0.9768005563326179,6,8,45,+/+,./-,.
78460,SEPTIN7P15--SEPTIN7P7,SEPTIN7P15 (ENSG00000275061.2),SEPTIN7P7 (ENSG00000229897.2),PR-b8Fg0G,ACH-002535,5,33,0.08277970816378118,0,1,4,-/-,+/+,.
78461,SPRING1--SPRY3,SPRING1 (ENSG00000111412.6),SPRY3 (ENSG00000168939.12),PR-b8Fg0G,ACH-002535,13,277,0.21522724122583106,9,4,0,-/-,+/-,.
78462,SPRING1--TMLHE,SPRING1 (ENSG00000111412.6),TMLHE (ENSG00000185973.12),PR-b8Fg0G,ACH-002535,13,277,0.21522724122583106,9,4,0,-/-,-/-,.
78463,THSD7A--TMEM106B,TMEM106B (.),THSD7A (ENSG00000005108.16),PR-b8Fg0G,ACH-002535,3,27,0.04966782489826871,0,3,0,./-,-/-,.
78464,TOP2A--TRAF4,TRAF4 (ENSG00000076604.15),TOP2A (.),PR-b8Fg0G,ACH-002535,161,550,2.6655066028737537,13,81,67,+/+,./+,out-of-frame
78465,AAMP--CTDSP1,AAMP (ENSG00000127837.10),CTDSP1 (.),PR-ES3f8z,ACH-002538,8,937,0.1992795794104837,2,0,6,-/-,./-,out-of-frame
78466,ABHD11--AC058791.1,AC058791.1 (ENSG00000226380.9),ABHD11 (ENSG00000106077.19),PR-ES3f8z,ACH-002538,6,307,0.14945968455786277,2,2,2,-/-,-/-,.
78467,ABHD11--RP11-36B6.2,RP11-36B6.2 (ENSG00000285106.2),ABHD11 (ENSG00000106077.19),PR-ES3f8z,ACH-002538,4,307,0.09963978970524184,2,2,0,-/-,-/-,.
78468,AC006380.3--MACC1,MACC1 (ENSG00000183742.13),AC006380.3 (ENSG00000231418.2),PR-ES3f8z,ACH-002538,7,629,0.1743696319841732,0,6,1,-/-,-/-,.
78469,CNOT2--SRSF7,CNOT2 (ENSG00000111596.14),SRSF7 (ENSG00000115875.19),PR-ES3f8z,ACH-002538,2,1864,0.04981989485262092,2,0,0,+/+,-/-,out-of-frame
78470,CYB5B--TERF2,TERF2 (ENSG00000132604.11),CYB5B (.),PR-ES3f8z,ACH-002538,5,171,0.12454973713155229,0,2,3,-/-,./-,out-of-frame
78471,DENND5B--KPNA4,KPNA4 (ENSG00000186432.10),DENND5B (ENSG00000170456.16),PR-ES3f8z,ACH-002538,6,442,0.14945968455786277,0,3,3,-/-,-/+,out-of-frame
78472,DNAH11--MACC1,MACC1 (ENSG00000183742.13),DNAH11 (ENSG00000105877.18),PR-ES3f8z,ACH-002538,10,633,0.24909947426310458,1,6,3,-/-,+/-,.
78473,FGF7P3--RN7SL565P,FGF7P3 (ENSG00000204837.5),RN7SL565P (.),PR-ES3f8z,ACH-002538,3,206,0.07472984227893138,2,0,1,-/-,./+,.
78474,GPATCH8--RP11-643N23.1,GPATCH8 (ENSG00000186566.13),RP11-643N23.1 (.),PR-ES3f8z,ACH-002538,3,264,0.07472984227893138,1,1,1,-/-,./-,out-of-frame
78475,HSPA5--SPTLC1,SPTLC1 (ENSG00000090054.15),HSPA5 (ENSG00000044574.9),PR-ES3f8z,ACH-002538,6,10841,0.14945968455786277,2,3,1,-/-,-/-,out-of-frame
78476,LCN2--STMN3,STMN3 (ENSG00000197457.10),LCN2 (ENSG00000148346.12),PR-ES3f8z,ACH-002538,9,133646,0.22418952683679413,0,7,2,-/-,+/+,out-of-frame
78477,LINC02071--ZDHHC14,LINC02071 (ENSG00000249383.2),ZDHHC14 (ENSG00000175048.17),PR-ES3f8z,ACH-002538,3,49,0.07472984227893138,0,3,0,-/-,+/-,.
78478,LSAMP--ZBTB20,ZBTB20 (ENSG00000181722.17),LSAMP (ENSG00000185565.12),PR-ES3f8z,ACH-002538,4,10,0.09963978970524184,0,2,2,-/-,-/-,.
78479,MAP4K4--RP11-718D19.2,MAP4K4 (ENSG00000071054.16),RP11-718D19.2 (.),PR-ES3f8z,ACH-002538,14,449,0.3487392639683464,2,3,9,+/+,./-,out-of-frame
78480,MRPL30P1--SLC35E2B,SLC35E2B (ENSG00000189339.12),MRPL30P1 (.),PR-ES3f8z,ACH-002538,11,134,0.27400942168941506,0,4,7,-/-,./+,.
78481,NIN--SAV1,SAV1 (.),NIN (ENSG00000100503.26),PR-ES3f8z,ACH-002538,88,158,2.1920753735153204,6,11,71,./+,-/+,.
78482,ORC5--SMURF1,SMURF1 (ENSG00000198742.10),ORC5 (ENSG00000164815.11),PR-ES3f8z,ACH-002538,4,36,0.09963978970524184,0,4,0,-/-,-/-,out-of-frame
78483,RP11-206L10.2--RP11-54O7.1,RP11-206L10.2 (ENSG00000228327.3),RP11-54O7.1 (ENSG00000230699.2),PR-ES3f8z,ACH-002538,9,455,0.22418952683679413,2,2,5,-/-,+/-,.
78484,RP11-206L10.2--RP11-54O7.16,RP11-206L10.2 (ENSG00000228327.3),RP11-54O7.16 (ENSG00000272438.1),PR-ES3f8z,ACH-002538,8,405,0.1992795794104837,4,2,2,-/-,+/-,.
78485,SLC25A36--STAG1,SLC25A36 (ENSG00000114120.14),STAG1 (ENSG00000118007.13),PR-ES3f8z,ACH-002538,2,466,0.04981989485262092,0,1,1,+/+,-/-,in-frame
78486,SLC25A36--STAG1,SLC25A36 (ENSG00000114120.14),STAG1 (ENSG00000118007.13),PR-ES3f8z,ACH-002538,6,917,0.14945968455786277,0,2,4,+/+,-/-,out-of-frame
78487,AC112229.1--LINC01123,LINC01123 (ENSG00000204588.5),AC112229.1 (.),PR-fNbnJr,ACH-002539,4,791,0.10289847511662771,4,0,0,+/+,./-,.
78488,ACOX1--AP005901.1,ACOX1 (ENSG00000161533.12),AP005901.1 (.),PR-fNbnJr,ACH-002539,20,214,0.5144923755831385,2,3,15,-/-,./-,out-of-frame
78489,CBR4--RP11-483A20.3,RP11-483A20.3 (.),CBR4 (ENSG00000145439.12),PR-fNbnJr,ACH-002539,17,473,0.4373185192456677,2,0,15,./-,-/-,.
78490,CRYBG1--RTN4IP1,CRYBG1 (ENSG00000112297.18),RTN4IP1 (ENSG00000130347.13),PR-fNbnJr,ACH-002539,2,531,0.051449237558313855,1,1,0,+/+,-/-,out-of-frame
78491,EXOSC2--EXOSC2,EXOSC2 (.),EXOSC2 (ENSG00000130713.16),PR-fNbnJr,ACH-002539,3,125,0.07717385633747077,0,1,2,./+,+/+,.
78492,GOLIM4--PDCD10,PDCD10 (ENSG00000114209.15),GOLIM4 (ENSG00000173905.9),PR-fNbnJr,ACH-002539,5,1394,0.12862309389578463,3,1,1,-/-,-/-,in-frame
78493,RP11-139J15.5--VTI1A,VTI1A (ENSG00000151532.14),RP11-139J15.5 (.),PR-fNbnJr,ACH-002539,5,52,0.12862309389578463,0,1,4,+/+,./+,stop-codon
78494,RP11-445O3.2--SREK1,SREK1 (ENSG00000153914.16),RP11-445O3.2 (ENSG00000248973.3),PR-fNbnJr,ACH-002539,40,241,1.028984751166277,10,9,21,+/+,-/-,out-of-frame
78495,RP5-1056H1.2--RP5-1056H1.2,RP5-1056H1.2 (ENSG00000278192.1),RP5-1056H1.2 (.),PR-fNbnJr,ACH-002539,5,42,0.12862309389578463,3,1,1,-/-,./-,.
78496,SLC8A1-AS1--THUMPD2,THUMPD2 (ENSG00000138050.15),SLC8A1-AS1 (ENSG00000227028.6),PR-fNbnJr,ACH-002539,20,88,0.5144923755831385,4,2,14,-/-,+/-,out-of-frame
78497,BOLA2B--SMG1P3,BOLA2B (ENSG00000169627.9),SMG1P3 (ENSG00000180747.15),PR-4kpDxc,ACH-002543,3,1258,0.06253509521656132,0,1,2,-/-,-/-,out-of-frame
78498,DENND4A--MEGF11,DENND4A (ENSG00000174485.16),MEGF11 (ENSG00000157890.18),PR-4kpDxc,ACH-002543,7,27,0.14591522217197644,3,1,3,-/-,-/-,out-of-frame
78499,LASP1--LINC00511,LASP1 (ENSG00000002834.18),LINC00511 (ENSG00000227036.8),PR-4kpDxc,ACH-002543,458,4514,9.54702453639503,53,70,335,+/+,-/-,out-of-frame
78500,LINC01419--STK3,STK3 (ENSG00000104375.17),LINC01419 (.),PR-4kpDxc,ACH-002543,19,126,0.39605560303822174,3,5,11,-/-,./-,out-of-frame
78501,MID1--RP11-120D5.1,RP11-120D5.1 (ENSG00000234129.8),MID1 (ENSG00000101871.16),PR-4kpDxc,ACH-002543,3,28,0.06253509521656132,0,1,2,-/-,-/-,.
78502,NPEPPSP1--RGS9,NPEPPSP1 (ENSG00000274487.2),RGS9 (.),PR-4kpDxc,ACH-002543,35,227,0.7295761108598822,1,19,15,-/-,./-,.
78503,PICART1--TLK2,TLK2 (ENSG00000146872.19),PICART1 (ENSG00000246640.1),PR-4kpDxc,ACH-002543,6,248,0.12507019043312265,2,3,1,+/+,-/+,stop-codon
78504,RP5-1056H1.2--RP5-1056H1.2,RP5-1056H1.2 (ENSG00000278192.1),RP5-1056H1.2 (.),PR-4kpDxc,ACH-002543,4,47,0.08338012695541511,2,0,2,-/-,./-,.
78505,AC008753.3--AOPEP,AC008753.3 (.),AOPEP (ENSG00000148120.18),PR-I5Vo6X,ACH-002544,3,1780,0.06456088152460608,0,3,0,./+,+/+,.
78506,AL078471.5--RP11-341D18.2,AL078471.5 (ENSG00000273840.1),RP11-341D18.2 (.),PR-I5Vo6X,ACH-002544,3,83,0.06456088152460608,1,0,2,+/+,./+,.
78507,ALDH1A3--LINGO1,LINGO1 (ENSG00000169783.13),ALDH1A3 (ENSG00000184254.17),PR-I5Vo6X,ACH-002544,3,9,0.06456088152460608,1,0,2,-/-,+/-,.
78508,BBX--GNAI2,BBX (ENSG00000114439.19),GNAI2 (ENSG00000114353.17),PR-I5Vo6X,ACH-002544,414,1723,8.909401650395639,25,55,334,+/+,+/+,.
78509,CCDC144B--PMP22,PMP22 (ENSG00000109099.16),CCDC144B (ENSG00000154874.15),PR-I5Vo6X,ACH-002544,498,4825,10.717106333084608,100,113,285,-/-,-/+,out-of-frame
78510,CCDC7--ITGB1P1,ITGB1P1 (ENSG00000269378.1),CCDC7 (ENSG00000216937.13),PR-I5Vo6X,ACH-002544,10,2276,0.2152029384153536,2,1,7,-/-,+/-,.
78511,CDRT1--CDRT1,CDRT1 (ENSG00000241322.11),CDRT1 (ENSG00000241322.11),PR-I5Vo6X,ACH-002544,17,78,0.3658449953061011,1,3,13,-/+,-/-,.
78512,CDRT1--PMP22,CDRT1 (ENSG00000241322.11),PMP22 (ENSG00000109099.16),PR-I5Vo6X,ACH-002544,15,33,0.32280440762303036,3,3,9,-/+,-/+,.
78513,CDRT1--RP11-385D13.1,CDRT1 (ENSG00000241322.11),RP11-385D13.1 (ENSG00000251537.4),PR-I5Vo6X,ACH-002544,17,78,0.3658449953061011,1,3,13,-/+,-/-,.
78514,CDRT1--RP11-385D13.1,RP11-385D13.1 (ENSG00000251537.4),CDRT1 (ENSG00000241322.11),PR-I5Vo6X,ACH-002544,17,78,0.3658449953061011,1,3,13,-/+,-/-,.
78515,CEP128--SUSD5,CEP128 (ENSG00000100629.17),SUSD5 (.),PR-I5Vo6X,ACH-002544,13,39,0.2797638199399597,3,2,8,-/-,./+,.
78516,CH507-528H12.1--GON4L,GON4L (ENSG00000116580.19),CH507-528H12.1 (ENSG00000280441.3),PR-I5Vo6X,ACH-002544,94,923,2.022907621104324,11,12,71,-/-,+/+,out-of-frame
78517,CRISPLD2--USP10,USP10 (ENSG00000103194.16),CRISPLD2 (ENSG00000103196.12),PR-I5Vo6X,ACH-002544,13,119,0.2797638199399597,0,7,6,+/+,+/+,out-of-frame
78518,CTBP2P1--U2,U2 (.),CTBP2P1 (ENSG00000235857.1),PR-I5Vo6X,ACH-002544,13,173,0.2797638199399597,0,6,7,./-,+/+,.
78519,CTD-2176I21.2--RAB3C,CTD-2176I21.2 (.),RAB3C (ENSG00000152932.8),PR-I5Vo6X,ACH-002544,13,27,0.2797638199399597,1,1,11,./+,+/+,.
78520,CTNNB1--ULK4,CTNNB1 (ENSG00000168036.18),ULK4 (ENSG00000168038.11),PR-I5Vo6X,ACH-002544,495,28425,10.652545451560004,39,100,356,+/+,-/-,.
78521,CTNNB1--ULK4,CTNNB1 (ENSG00000168036.18),ULK4 (ENSG00000168038.11),PR-I5Vo6X,ACH-002544,211,19356,4.5407820005639605,1,0,210,+/+,-/-,in-frame
78522,CTNNB1--ULK4,CTNNB1 (ENSG00000168036.18),ULK4 (ENSG00000168038.11),PR-I5Vo6X,ACH-002544,718,21341,15.451570978222389,140,178,400,+/+,-/-,out-of-frame
78523,CTNNB1--ULK4,ULK4 (ENSG00000168038.11),CTNNB1 (ENSG00000168036.18),PR-I5Vo6X,ACH-002544,3,7122,0.06456088152460608,1,1,1,-/-,+/+,in-frame
78524,CYP24A1--TSC22D1,CYP24A1 (ENSG00000019186.10),TSC22D1 (ENSG00000102804.15),PR-I5Vo6X,ACH-002544,5,3909,0.1076014692076768,4,0,1,-/-,-/-,stop-codon
78525,DDX10--DDX10,DDX10 (ENSG00000178105.11),DDX10 (ENSG00000178105.11),PR-I5Vo6X,ACH-002544,80,770,1.7216235073228288,28,52,0,+/+,+/+,in-frame
78526,DENND4A--INTS14,INTS14 (ENSG00000138614.15),DENND4A (ENSG00000174485.16),PR-I5Vo6X,ACH-002544,16,424,0.34432470146456573,3,3,10,-/-,-/-,out-of-frame
78527,EPHB3--TANC2,TANC2 (ENSG00000170921.15),EPHB3 (.),PR-I5Vo6X,ACH-002544,4,9,0.08608117536614143,0,1,3,+/+,./-,.
78528,EPHB3--TANC2,TANC2 (ENSG00000170921.15),EPHB3 (ENSG00000182580.3),PR-I5Vo6X,ACH-002544,4,14,0.08608117536614143,3,0,1,+/+,+/-,.
78529,FAM106A--PMP22,PMP22 (ENSG00000109099.16),FAM106A (ENSG00000273018.7),PR-I5Vo6X,ACH-002544,32,100,0.6886494029291315,9,2,21,-/-,-/+,.
78530,FAM3B--KCNJ6,KCNJ6 (ENSG00000157542.11),FAM3B (ENSG00000183844.17),PR-I5Vo6X,ACH-002544,12,76,0.2582435260984243,3,5,4,-/-,+/+,in-frame
78531,FBXW8--FBXW8,FBXW8 (.),FBXW8 (ENSG00000174989.13),PR-I5Vo6X,ACH-002544,4,101,0.08608117536614143,0,1,3,./+,+/+,.
78532,FOXRED2--TEX264,FOXRED2 (ENSG00000100350.15),TEX264 (ENSG00000164081.13),PR-I5Vo6X,ACH-002544,18,19,0.38736528914763646,2,3,13,-/-,+/-,.
78533,GFM1--RP11-290K4.2,RP11-290K4.2 (ENSG00000242536.2),GFM1 (ENSG00000168827.15),PR-I5Vo6X,ACH-002544,4,156,0.08608117536614143,0,3,1,-/-,+/+,.
78534,GFM1--SMC4,SMC4 (ENSG00000113810.16),GFM1 (ENSG00000168827.15),PR-I5Vo6X,ACH-002544,9,432,0.19368264457381823,0,1,8,+/+,+/+,out-of-frame
78535,GRIA2--PES1,PES1 (ENSG00000100029.18),GRIA2 (.),PR-I5Vo6X,ACH-002544,2,3,0.043040587683070716,1,1,0,-/-,./-,.
78536,GRIK1--URB1,URB1 (ENSG00000142207.7),GRIK1 (ENSG00000171189.17),PR-I5Vo6X,ACH-002544,50,157,1.076014692076768,11,10,29,-/-,-/+,out-of-frame
78537,IFT80--PPIAP74,IFT80 (ENSG00000068885.15),PPIAP74 (.),PR-I5Vo6X,ACH-002544,16,142,0.34432470146456573,5,1,10,-/-,./+,out-of-frame
78538,KMT2C--RP11-341D18.2,KMT2C (ENSG00000055609.21),RP11-341D18.2 (.),PR-I5Vo6X,ACH-002544,5,27,0.1076014692076768,0,1,4,-/-,./+,out-of-frame
78539,KRT16P4--TVP23C,TVP23C (ENSG00000175106.17),KRT16P4 (ENSG00000229526.2),PR-I5Vo6X,ACH-002544,71,341,1.5279408627490105,6,9,56,-/-,+/-,out-of-frame
78540,KRT16P4--TVP23C-CDRT4,TVP23C-CDRT4 (ENSG00000259024.6),KRT16P4 (ENSG00000229526.2),PR-I5Vo6X,ACH-002544,71,341,1.5279408627490105,6,9,56,-/-,+/-,out-of-frame
78541,LINC00645--RP11-384J4.2,RP11-384J4.2 (ENSG00000258081.4),LINC00645 (ENSG00000258548.6),PR-I5Vo6X,ACH-002544,7,23,0.15064205689074753,1,0,6,+/+,+/+,.
78542,LINC02163--RP11-6N13.1,LINC02163 (ENSG00000251026.2),RP11-6N13.1 (ENSG00000251574.8),PR-I5Vo6X,ACH-002544,5,11,0.1076014692076768,1,0,4,+/+,-/+,.
78543,LINC02259--TJP1,TJP1 (ENSG00000104067.17),LINC02259 (ENSG00000259783.6),PR-I5Vo6X,ACH-002544,13,119,0.2797638199399597,2,5,6,-/-,-/-,out-of-frame
78544,MAFIP--RP11-1281K21.9,MAFIP (ENSG00000278212.2),RP11-1281K21.9 (.),PR-I5Vo6X,ACH-002544,6,1542,0.12912176304921216,6,0,0,-/-,./-,.
78545,MAFIP--bP-2189O9.5,MAFIP (ENSG00000278212.2),bP-2189O9.5 (ENSG00000286033.1),PR-I5Vo6X,ACH-002544,24,2227,0.5164870521968487,0,3,21,-/-,-/-,.
78546,MID1--RP11-120D5.1,RP11-120D5.1 (ENSG00000234129.8),MID1 (ENSG00000101871.16),PR-I5Vo6X,ACH-002544,4,50,0.08608117536614143,1,0,3,-/-,-/-,.
78547,MNDA--OR6K6,OR6K6 (ENSG00000180433.6),MNDA (ENSG00000163563.8),PR-I5Vo6X,ACH-002544,8,95,0.17216235073228287,2,0,6,+/+,+/+,out-of-frame
78548,MNDA--OR6N1,OR6N1 (ENSG00000197403.5),MNDA (ENSG00000163563.8),PR-I5Vo6X,ACH-002544,32,154,0.6886494029291315,2,15,15,-/+,+/+,.
78549,NAF1--RPL35AP12,NAF1 (ENSG00000145414.9),RPL35AP12 (.),PR-I5Vo6X,ACH-002544,10,118,0.2152029384153536,2,5,3,-/-,./-,out-of-frame
