seq_depth	seq_id	gene_fusion	Tool_Breakpoint	Distance_from_Simulated_Breakpoint	Algorithm	values_vector	Breakpoint_number
100GB	90%	ENSG00000020256:ENSG00000136444	GB2	0	Genion	0	Breakpoint_2
100GB	90%	ENSG00000077684:ENSG00000223768	GB1	-36615	Genion	-36615	Breakpoint_1
100GB	90%	ENSG00000077684:ENSG00000223768	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000077684:ENSG00000223768	JB1	0	JAFFAL	0	Breakpoint_1
100GB	90%	ENSG00000077684:ENSG00000223768	JB2	1	JAFFAL	1	Breakpoint_2
100GB	90%	ENSG00000077684:ENSG00000223768	CTATLRB1	7	CTAT-LR-Fusion	7	Breakpoint_1
100GB	90%	ENSG00000077684:ENSG00000223768	CTATLRB2	7	CTAT-LR-Fusion	7	Breakpoint_2
100GB	90%	ENSG00000095261:ENSG00000281649	GB1	-7	Genion	-7	Breakpoint_1
100GB	90%	ENSG00000095261:ENSG00000281649	GB2	-2	Genion	-2	Breakpoint_2
100GB	90%	ENSG00000095261:ENSG00000281649	JB1	-149	JAFFAL	-149	Breakpoint_1
100GB	90%	ENSG00000095261:ENSG00000281649	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	90%	ENSG00000106628:ENSG00000136297	GB1	-1422	Genion	-1422	Breakpoint_1
100GB	90%	ENSG00000106628:ENSG00000136297	GB2	1409	Genion	1409	Breakpoint_2
100GB	90%	ENSG00000106628:ENSG00000136297	CTATLRB1	-5946	CTAT-LR-Fusion	-5946	Breakpoint_1
100GB	90%	ENSG00000106628:ENSG00000136297	CTATLRB2	1511	CTAT-LR-Fusion	1511	Breakpoint_2
100GB	90%	ENSG00000106829:ENSG00000228714	GB1	-907	Genion	-907	Breakpoint_1
100GB	90%	ENSG00000106829:ENSG00000228714	GB2	4	Genion	4	Breakpoint_2
100GB	90%	ENSG00000106829:ENSG00000228714	JB1	-1	JAFFAL	-1	Breakpoint_1
100GB	90%	ENSG00000106829:ENSG00000228714	JB2	501	JAFFAL	501	Breakpoint_2
100GB	90%	ENSG00000106829:ENSG00000228714	CTATLRB1	-4	CTAT-LR-Fusion	-4	Breakpoint_1
100GB	90%	ENSG00000106829:ENSG00000228714	CTATLRB2	501	CTAT-LR-Fusion	501	Breakpoint_2
100GB	90%	ENSG00000110002:ENSG00000237250	GB1	-4749	Genion	-4749	Breakpoint_1
100GB	90%	ENSG00000110002:ENSG00000237250	GB2	225	Genion	225	Breakpoint_2
100GB	90%	ENSG00000110002:ENSG00000237250	JB1	0	JAFFAL	0	Breakpoint_1
100GB	90%	ENSG00000110002:ENSG00000237250	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	90%	ENSG00000110002:ENSG00000237250	CTATLRB1	26	CTAT-LR-Fusion	26	Breakpoint_1
100GB	90%	ENSG00000110002:ENSG00000237250	CTATLRB2	224	CTAT-LR-Fusion	224	Breakpoint_2
100GB	90%	ENSG00000117523:ENSG00000227372	GB1	-9061	Genion	-9061	Breakpoint_1
100GB	90%	ENSG00000117523:ENSG00000227372	GB2	776	Genion	776	Breakpoint_2
100GB	90%	ENSG00000117523:ENSG00000227372	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000117523:ENSG00000227372	CTATLRB2	2141	CTAT-LR-Fusion	2141	Breakpoint_2
100GB	90%	ENSG00000119899:ENSG00000146223	GB1	-9333	Genion	-9333	Breakpoint_1
100GB	90%	ENSG00000119899:ENSG00000146223	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000119899:ENSG00000146223	JB1	-141	JAFFAL	-141	Breakpoint_1
100GB	90%	ENSG00000119899:ENSG00000146223	JB2	1	JAFFAL	1	Breakpoint_2
100GB	90%	ENSG00000121281:ENSG00000188801	GB1	-1996	Genion	-1996	Breakpoint_1
100GB	90%	ENSG00000121281:ENSG00000188801	GB2	83	Genion	83	Breakpoint_2
100GB	90%	ENSG00000142156:ENSG00000237945	GB1	-106	Genion	-106	Breakpoint_1
100GB	90%	ENSG00000142156:ENSG00000237945	GB2	0	Genion	0	Breakpoint_2
100GB	90%	ENSG00000142156:ENSG00000237945	CTATLRB1	-105	CTAT-LR-Fusion	-105	Breakpoint_1
100GB	90%	ENSG00000142156:ENSG00000237945	CTATLRB2	-9	CTAT-LR-Fusion	-9	Breakpoint_2
100GB	90%	ENSG00000144320:ENSG00000168280	GB1	-1	Genion	-1	Breakpoint_1
100GB	90%	ENSG00000144320:ENSG00000168280	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000144320:ENSG00000168280	JB1	-127	JAFFAL	-127	Breakpoint_1
100GB	90%	ENSG00000144320:ENSG00000168280	JB2	1	JAFFAL	1	Breakpoint_2
100GB	90%	ENSG00000144320:ENSG00000168280	CTATLRB1	-128	CTAT-LR-Fusion	-128	Breakpoint_1
100GB	90%	ENSG00000144320:ENSG00000168280	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000151967:ENSG00000255248	GB1	-26048	Genion	-26048	Breakpoint_1
100GB	90%	ENSG00000151967:ENSG00000255248	GB2	-2	Genion	-2	Breakpoint_2
100GB	90%	ENSG00000151967:ENSG00000255248	CTATLRB1	-4	CTAT-LR-Fusion	-4	Breakpoint_1
100GB	90%	ENSG00000151967:ENSG00000255248	CTATLRB2	36098	CTAT-LR-Fusion	36098	Breakpoint_2
100GB	90%	ENSG00000172404:ENSG00000226024	GB1	-4	Genion	-4	Breakpoint_1
100GB	90%	ENSG00000172404:ENSG00000226024	GB2	15	Genion	15	Breakpoint_2
100GB	90%	ENSG00000172404:ENSG00000226024	CTATLRB1	-1855	CTAT-LR-Fusion	-1855	Breakpoint_1
100GB	90%	ENSG00000172404:ENSG00000226024	CTATLRB2	185	CTAT-LR-Fusion	185	Breakpoint_2
100GB	90%	ENSG00000173285:ENSG00000198965	GB1	-13	Genion	-13	Breakpoint_1
100GB	90%	ENSG00000173285:ENSG00000198965	GB2	-2	Genion	-2	Breakpoint_2
100GB	90%	ENSG00000178997:ENSG00000289083	GB1	-1	Genion	-1	Breakpoint_1
100GB	90%	ENSG00000178997:ENSG00000289083	GB2	4	Genion	4	Breakpoint_2
100GB	90%	ENSG00000178997:ENSG00000289083	JB1	-263	JAFFAL	-263	Breakpoint_1
100GB	90%	ENSG00000178997:ENSG00000289083	JB2	597	JAFFAL	597	Breakpoint_2
100GB	90%	ENSG00000178997:ENSG00000289083	CTATLRB1	-4300	CTAT-LR-Fusion	-4300	Breakpoint_1
100GB	90%	ENSG00000178997:ENSG00000289083	CTATLRB2	598	CTAT-LR-Fusion	598	Breakpoint_2
100GB	90%	ENSG00000178997:ENSG00000289083	JB1	-262	JAFFAL	-262	Breakpoint_1
100GB	90%	ENSG00000178997:ENSG00000289083	JB2	2152927	JAFFAL	2152927	Breakpoint_2
100GB	90%	ENSG00000225746:ENSG00000258867	GB1	-932	Genion	-932	Breakpoint_1
100GB	90%	ENSG00000225746:ENSG00000258867	GB2	-4	Genion	-4	Breakpoint_2
100GB	90%	ENSG00000225746:ENSG00000258867	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
100GB	90%	ENSG00000225746:ENSG00000258867	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000227083:ENSG00000235262	JB1	-188	JAFFAL	-188	Breakpoint_1
100GB	90%	ENSG00000227083:ENSG00000235262	JB2	272	JAFFAL	272	Breakpoint_2
100GB	90%	ENSG00000227083:ENSG00000235262	CTATLRB1	-189	CTAT-LR-Fusion	-189	Breakpoint_1
100GB	90%	ENSG00000227083:ENSG00000235262	CTATLRB2	273	CTAT-LR-Fusion	273	Breakpoint_2
100GB	90%	ENSG00000234056:ENSG00000287340	GB1	-5813	Genion	-5813	Breakpoint_1
100GB	90%	ENSG00000234056:ENSG00000287340	GB2	629	Genion	629	Breakpoint_2
100GB	90%	ENSG00000235221:ENSG00000236581	GB1	-47483	Genion	-47483	Breakpoint_1
100GB	90%	ENSG00000235221:ENSG00000236581	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000235221:ENSG00000236581	JB1	-1	JAFFAL	-1	Breakpoint_1
100GB	90%	ENSG00000235221:ENSG00000236581	JB2	0	JAFFAL	0	Breakpoint_2
100GB	90%	ENSG00000235221:ENSG00000236581	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000235221:ENSG00000236581	CTATLRB2	0	CTAT-LR-Fusion	0	Breakpoint_2
100GB	90%	ENSG00000249859:ENSG00000253503	GB1	-179890	Genion	-179890	Breakpoint_1
100GB	90%	ENSG00000249859:ENSG00000253503	GB2	-3	Genion	-3	Breakpoint_2
100GB	90%	ENSG00000249859:ENSG00000253503	JB1	-3	JAFFAL	-3	Breakpoint_1
100GB	90%	ENSG00000249859:ENSG00000253503	JB2	823	JAFFAL	823	Breakpoint_2
100GB	90%	ENSG00000249859:ENSG00000253503	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000249859:ENSG00000253503	CTATLRB2	823	CTAT-LR-Fusion	823	Breakpoint_2
100GB	90%	ENSG00000261692:ENSG00000278847	GB1	-1830	Genion	-1830	Breakpoint_1
100GB	90%	ENSG00000261692:ENSG00000278847	GB2	2	Genion	2	Breakpoint_2
100GB	90%	ENSG00000261692:ENSG00000278847	CTATLRB1	-2134	CTAT-LR-Fusion	-2134	Breakpoint_1
100GB	90%	ENSG00000261692:ENSG00000278847	CTATLRB2	115	CTAT-LR-Fusion	115	Breakpoint_2
100GB	90%	ENSG00000119314:ENSG00000226711	GB1	-57554	Genion	-57554	Breakpoint_1
100GB	90%	ENSG00000119314:ENSG00000226711	GB2	-2	Genion	-2	Breakpoint_2
100GB	90%	ENSG00000119314:ENSG00000226711	JB1	-95	JAFFAL	-95	Breakpoint_1
100GB	90%	ENSG00000119314:ENSG00000226711	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	90%	ENSG00000134020:ENSG00000248538	GB1	-13614	Genion	-13614	Breakpoint_1
100GB	90%	ENSG00000134020:ENSG00000248538	GB2	0	Genion	0	Breakpoint_2
100GB	90%	ENSG00000134020:ENSG00000248538	CTATLRB1	-13749	CTAT-LR-Fusion	-13749	Breakpoint_1
100GB	90%	ENSG00000134020:ENSG00000248538	CTATLRB2	-48	CTAT-LR-Fusion	-48	Breakpoint_2
100GB	90%	ENSG00000163913:ENSG00000274814	GB1	-12992	Genion	-12992	Breakpoint_1
100GB	90%	ENSG00000163913:ENSG00000274814	GB2	1	Genion	1	Breakpoint_2
100GB	90%	ENSG00000165060:ENSG00000270236	GB1	-36757	Genion	-36757	Breakpoint_1
100GB	90%	ENSG00000165060:ENSG00000270236	GB2	0	Genion	0	Breakpoint_2
100GB	90%	ENSG00000227837:ENSG00000291031	GB1	-1	Genion	-1	Breakpoint_1
100GB	90%	ENSG00000227837:ENSG00000291031	GB2	2	Genion	2	Breakpoint_2
100GB	90%	ENSG00000234255:ENSG00000251011	GB1	-3	Genion	-3	Breakpoint_1
100GB	90%	ENSG00000234255:ENSG00000251011	GB2	-3	Genion	-3	Breakpoint_2
100GB	90%	ENSG00000234255:ENSG00000251011	JB1	-160	JAFFAL	-160	Breakpoint_1
100GB	90%	ENSG00000234255:ENSG00000251011	JB2	365	JAFFAL	365	Breakpoint_2
100GB	95%	ENSG00000020256:ENSG00000136444	GB1	-6161	Genion	-6161	Breakpoint_1
100GB	95%	ENSG00000020256:ENSG00000136444	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000077684:ENSG00000223768	GB1	-36615	Genion	-36615	Breakpoint_1
100GB	95%	ENSG00000077684:ENSG00000223768	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000077684:ENSG00000223768	JB1	-1	JAFFAL	-1	Breakpoint_1
100GB	95%	ENSG00000077684:ENSG00000223768	JB2	0	JAFFAL	0	Breakpoint_2
100GB	95%	ENSG00000077684:ENSG00000223768	CTATLRB1	7	CTAT-LR-Fusion	7	Breakpoint_1
100GB	95%	ENSG00000077684:ENSG00000223768	CTATLRB2	7	CTAT-LR-Fusion	7	Breakpoint_2
100GB	95%	ENSG00000095261:ENSG00000281649	GB1	-1	Genion	-1	Breakpoint_1
100GB	95%	ENSG00000095261:ENSG00000281649	GB2	-2	Genion	-2	Breakpoint_2
100GB	95%	ENSG00000095261:ENSG00000281649	JB1	-149	JAFFAL	-149	Breakpoint_1
100GB	95%	ENSG00000095261:ENSG00000281649	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	95%	ENSG00000095261:ENSG00000281649	CTATLRB1	-21531	CTAT-LR-Fusion	-21531	Breakpoint_1
100GB	95%	ENSG00000095261:ENSG00000281649	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	95%	ENSG00000106628:ENSG00000136297	GB1	-1422	Genion	-1422	Breakpoint_1
100GB	95%	ENSG00000106628:ENSG00000136297	GB2	1409	Genion	1409	Breakpoint_2
100GB	95%	ENSG00000106829:ENSG00000228714	GB1	-907	Genion	-907	Breakpoint_1
100GB	95%	ENSG00000106829:ENSG00000228714	GB2	2	Genion	2	Breakpoint_2
100GB	95%	ENSG00000106829:ENSG00000228714	JB1	0	JAFFAL	0	Breakpoint_1
100GB	95%	ENSG00000106829:ENSG00000228714	JB2	500	JAFFAL	500	Breakpoint_2
100GB	95%	ENSG00000106829:ENSG00000228714	CTATLRB1	-4	CTAT-LR-Fusion	-4	Breakpoint_1
100GB	95%	ENSG00000106829:ENSG00000228714	CTATLRB2	501	CTAT-LR-Fusion	501	Breakpoint_2
100GB	95%	ENSG00000110002:ENSG00000237250	GB1	-5581	Genion	-5581	Breakpoint_1
100GB	95%	ENSG00000110002:ENSG00000237250	GB2	224	Genion	224	Breakpoint_2
100GB	95%	ENSG00000110002:ENSG00000237250	JB1	0	JAFFAL	0	Breakpoint_1
100GB	95%	ENSG00000110002:ENSG00000237250	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	95%	ENSG00000117523:ENSG00000227372	GB1	-10033	Genion	-10033	Breakpoint_1
100GB	95%	ENSG00000117523:ENSG00000227372	GB2	1391	Genion	1391	Breakpoint_2
100GB	95%	ENSG00000117523:ENSG00000227372	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	95%	ENSG00000117523:ENSG00000227372	CTATLRB2	2141	CTAT-LR-Fusion	2141	Breakpoint_2
100GB	95%	ENSG00000119899:ENSG00000146223	GB1	-1	Genion	-1	Breakpoint_1
100GB	95%	ENSG00000119899:ENSG00000146223	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000119899:ENSG00000146223	JB1	-140	JAFFAL	-140	Breakpoint_1
100GB	95%	ENSG00000119899:ENSG00000146223	JB2	0	JAFFAL	0	Breakpoint_2
100GB	95%	ENSG00000119899:ENSG00000146223	CTATLRB1	-17314	CTAT-LR-Fusion	-17314	Breakpoint_1
100GB	95%	ENSG00000119899:ENSG00000146223	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	95%	ENSG00000121281:ENSG00000188801	GB1	-1002	Genion	-1002	Breakpoint_1
100GB	95%	ENSG00000121281:ENSG00000188801	GB2	66	Genion	66	Breakpoint_2
100GB	95%	ENSG00000142156:ENSG00000237945	GB1	-106	Genion	-106	Breakpoint_1
100GB	95%	ENSG00000142156:ENSG00000237945	GB2	-2	Genion	-2	Breakpoint_2
100GB	95%	ENSG00000142156:ENSG00000237945	CTATLRB1	-105	CTAT-LR-Fusion	-105	Breakpoint_1
100GB	95%	ENSG00000142156:ENSG00000237945	CTATLRB2	-9	CTAT-LR-Fusion	-9	Breakpoint_2
100GB	95%	ENSG00000144320:ENSG00000168280	GB1	-1	Genion	-1	Breakpoint_1
100GB	95%	ENSG00000144320:ENSG00000168280	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000144320:ENSG00000168280	JB1	-126	JAFFAL	-126	Breakpoint_1
100GB	95%	ENSG00000144320:ENSG00000168280	JB2	0	JAFFAL	0	Breakpoint_2
100GB	95%	ENSG00000144320:ENSG00000168280	CTATLRB1	-128	CTAT-LR-Fusion	-128	Breakpoint_1
100GB	95%	ENSG00000144320:ENSG00000168280	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	95%	ENSG00000151967:ENSG00000255248	GB1	-26048	Genion	-26048	Breakpoint_1
100GB	95%	ENSG00000151967:ENSG00000255248	GB2	-2	Genion	-2	Breakpoint_2
100GB	95%	ENSG00000151967:ENSG00000255248	CTATLRB1	-4	CTAT-LR-Fusion	-4	Breakpoint_1
100GB	95%	ENSG00000151967:ENSG00000255248	CTATLRB2	36098	CTAT-LR-Fusion	36098	Breakpoint_2
100GB	95%	ENSG00000172404:ENSG00000226024	GB1	-4	Genion	-4	Breakpoint_1
100GB	95%	ENSG00000172404:ENSG00000226024	GB2	1	Genion	1	Breakpoint_2
100GB	95%	ENSG00000172404:ENSG00000226024	CTATLRB1	-1855	CTAT-LR-Fusion	-1855	Breakpoint_1
100GB	95%	ENSG00000172404:ENSG00000226024	CTATLRB2	185	CTAT-LR-Fusion	185	Breakpoint_2
100GB	95%	ENSG00000173285:ENSG00000198965	GB1	-1	Genion	-1	Breakpoint_1
100GB	95%	ENSG00000173285:ENSG00000198965	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000178997:ENSG00000289083	GB1	-1	Genion	-1	Breakpoint_1
100GB	95%	ENSG00000178997:ENSG00000289083	GB2	6	Genion	6	Breakpoint_2
100GB	95%	ENSG00000178997:ENSG00000289083	JB1	-263	JAFFAL	-263	Breakpoint_1
100GB	95%	ENSG00000178997:ENSG00000289083	JB2	597	JAFFAL	597	Breakpoint_2
100GB	95%	ENSG00000178997:ENSG00000289083	JB1	-262	JAFFAL	-262	Breakpoint_1
100GB	95%	ENSG00000178997:ENSG00000289083	JB2	2152927	JAFFAL	2152927	Breakpoint_2
100GB	95%	ENSG00000225746:ENSG00000258867	GB1	-932	Genion	-932	Breakpoint_1
100GB	95%	ENSG00000225746:ENSG00000258867	GB2	-4	Genion	-4	Breakpoint_2
100GB	95%	ENSG00000225746:ENSG00000258867	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
100GB	95%	ENSG00000225746:ENSG00000258867	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	95%	ENSG00000227083:ENSG00000235262	GB1	-4	Genion	-4	Breakpoint_1
100GB	95%	ENSG00000227083:ENSG00000235262	GB2	3	Genion	3	Breakpoint_2
100GB	95%	ENSG00000227083:ENSG00000235262	JB1	-188	JAFFAL	-188	Breakpoint_1
100GB	95%	ENSG00000227083:ENSG00000235262	JB2	272	JAFFAL	272	Breakpoint_2
100GB	95%	ENSG00000227083:ENSG00000235262	CTATLRB1	-189	CTAT-LR-Fusion	-189	Breakpoint_1
100GB	95%	ENSG00000227083:ENSG00000235262	CTATLRB2	273	CTAT-LR-Fusion	273	Breakpoint_2
100GB	95%	ENSG00000235221:ENSG00000236581	GB1	-47483	Genion	-47483	Breakpoint_1
100GB	95%	ENSG00000235221:ENSG00000236581	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000235221:ENSG00000236581	JB1	0	JAFFAL	0	Breakpoint_1
100GB	95%	ENSG00000235221:ENSG00000236581	JB2	1	JAFFAL	1	Breakpoint_2
100GB	95%	ENSG00000235221:ENSG00000236581	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	95%	ENSG00000235221:ENSG00000236581	CTATLRB2	0	CTAT-LR-Fusion	0	Breakpoint_2
100GB	95%	ENSG00000249859:ENSG00000253503	GB1	-179890	Genion	-179890	Breakpoint_1
100GB	95%	ENSG00000249859:ENSG00000253503	GB2	-3	Genion	-3	Breakpoint_2
100GB	95%	ENSG00000249859:ENSG00000253503	JB1	-2	JAFFAL	-2	Breakpoint_1
100GB	95%	ENSG00000249859:ENSG00000253503	JB2	822	JAFFAL	822	Breakpoint_2
100GB	95%	ENSG00000249859:ENSG00000253503	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	95%	ENSG00000249859:ENSG00000253503	CTATLRB2	823	CTAT-LR-Fusion	823	Breakpoint_2
100GB	95%	ENSG00000261692:ENSG00000278847	GB1	-1774	Genion	-1774	Breakpoint_1
100GB	95%	ENSG00000261692:ENSG00000278847	GB2	1	Genion	1	Breakpoint_2
100GB	95%	ENSG00000261692:ENSG00000278847	CTATLRB1	-2134	CTAT-LR-Fusion	-2134	Breakpoint_1
100GB	95%	ENSG00000261692:ENSG00000278847	CTATLRB2	115	CTAT-LR-Fusion	115	Breakpoint_2
100GB	95%	ENSG00000261692:ENSG00000278847	CTATLRB1	-2131	CTAT-LR-Fusion	-2131	Breakpoint_1
100GB	95%	ENSG00000261692:ENSG00000278847	CTATLRB2	117	CTAT-LR-Fusion	117	Breakpoint_2
100GB	95%	ENSG00000119314:ENSG00000226711	GB1	-57553	Genion	-57553	Breakpoint_1
100GB	95%	ENSG00000119314:ENSG00000226711	GB2	-2	Genion	-2	Breakpoint_2
100GB	95%	ENSG00000119314:ENSG00000226711	JB1	-92	JAFFAL	-92	Breakpoint_1
100GB	95%	ENSG00000119314:ENSG00000226711	JB2	0	JAFFAL	0	Breakpoint_2
100GB	95%	ENSG00000163913:ENSG00000274814	GB1	-18789	Genion	-18789	Breakpoint_1
100GB	95%	ENSG00000163913:ENSG00000274814	GB2	2	Genion	2	Breakpoint_2
100GB	95%	ENSG00000163913:ENSG00000274814	CTATLRB1	-2	CTAT-LR-Fusion	-2	Breakpoint_1
100GB	95%	ENSG00000163913:ENSG00000274814	CTATLRB2	115	CTAT-LR-Fusion	115	Breakpoint_2
100GB	95%	ENSG00000165060:ENSG00000270236	GB1	-36758	Genion	-36758	Breakpoint_1
100GB	95%	ENSG00000165060:ENSG00000270236	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000227837:ENSG00000291031	GB1	-1	Genion	-1	Breakpoint_1
100GB	95%	ENSG00000227837:ENSG00000291031	GB2	0	Genion	0	Breakpoint_2
100GB	95%	ENSG00000234255:ENSG00000251011	GB1	-3	Genion	-3	Breakpoint_1
100GB	95%	ENSG00000234255:ENSG00000251011	GB2	-3	Genion	-3	Breakpoint_2
100GB	95%	ENSG00000234255:ENSG00000251011	JB1	-161	JAFFAL	-161	Breakpoint_1
100GB	95%	ENSG00000234255:ENSG00000251011	JB2	368	JAFFAL	368	Breakpoint_2
100GB	95%	ENSG00000234255:ENSG00000251011	CTATLRB1	-161	CTAT-LR-Fusion	-161	Breakpoint_1
100GB	95%	ENSG00000234255:ENSG00000251011	CTATLRB2	2490	CTAT-LR-Fusion	2490	Breakpoint_2
100GB	95%	ENSG00000095066:ENSG00000172270	GB1	-1800	Genion	-1800	Breakpoint_1
100GB	95%	ENSG00000095066:ENSG00000172270	GB2	-3	Genion	-3	Breakpoint_2
100GB	95%	ENSG00000131781:ENSG00000250166	GB1	-257	Genion	-257	Breakpoint_1
100GB	95%	ENSG00000131781:ENSG00000250166	GB2	59344	Genion	59344	Breakpoint_2
100GB	95%	ENSG00000142675:ENSG00000200839	GB1	-801	Genion	-801	Breakpoint_1
100GB	95%	ENSG00000142675:ENSG00000200839	GB2	0	Genion	0	Breakpoint_2
100GB	95%	ENSG00000184363:ENSG00000185187	GB1	-174	Genion	-174	Breakpoint_1
100GB	95%	ENSG00000184363:ENSG00000185187	GB2	-1	Genion	-1	Breakpoint_2
100GB	95%	ENSG00000184363:ENSG00000185187	JB1	-181	JAFFAL	-181	Breakpoint_1
100GB	95%	ENSG00000184363:ENSG00000185187	JB2	342	JAFFAL	342	Breakpoint_2
1GB	90%	ENSG00000134802:ENSG00000246273	JB1	-478	JAFFAL	-478	Breakpoint_1
1GB	90%	ENSG00000134802:ENSG00000246273	JB2	4	JAFFAL	4	Breakpoint_2
1GB	95%	ENSG00000260737:ENSG00000197302	JB1	-599	JAFFAL	-599	Breakpoint_1
1GB	95%	ENSG00000260737:ENSG00000197302	JB2	0	JAFFAL	0	Breakpoint_2
1GB	95%	ENSG00000260737:ENSG00000197302	CTATLRB1	-603	CTAT-LR-Fusion	-603	Breakpoint_1
1GB	95%	ENSG00000260737:ENSG00000197302	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
1GB	95%	ENSG00000139151:ENSG00000255648	JB1	-117	JAFFAL	-117	Breakpoint_1
1GB	95%	ENSG00000139151:ENSG00000255648	JB2	1	JAFFAL	1	Breakpoint_2
1GB	95%	ENSG00000139151:ENSG00000255648	CTATLRB1	-24315	CTAT-LR-Fusion	-24315	Breakpoint_1
1GB	95%	ENSG00000139151:ENSG00000255648	CTATLRB2	-90	CTAT-LR-Fusion	-90	Breakpoint_2
10GB	85%	ENSG00000221886:ENSG00000174695	JB1	-196	JAFFAL	-196	Breakpoint_1
10GB	85%	ENSG00000221886:ENSG00000174695	JB2	426	JAFFAL	426	Breakpoint_2
10GB	85%	ENSG00000260737:ENSG00000197302	JB1	-603	JAFFAL	-603	Breakpoint_1
10GB	85%	ENSG00000260737:ENSG00000197302	JB2	-1	JAFFAL	-1	Breakpoint_2
10GB	85%	ENSG00000272274:ENSG00000236581	JB1	-1	JAFFAL	-1	Breakpoint_1
10GB	85%	ENSG00000272274:ENSG00000236581	JB2	0	JAFFAL	0	Breakpoint_2
10GB	85%	ENSG00000289039:ENSG00000095794	JB1	-1	JAFFAL	-1	Breakpoint_1
10GB	85%	ENSG00000289039:ENSG00000095794	JB2	5	JAFFAL	5	Breakpoint_2
10GB	85%	ENSG00000289039:ENSG00000095794	CTATLRB1	6	CTAT-LR-Fusion	6	Breakpoint_1
10GB	85%	ENSG00000289039:ENSG00000095794	CTATLRB2	8	CTAT-LR-Fusion	8	Breakpoint_2
10GB	85%	ENSG00000168556:ENSG00000063978	JB1	-5	JAFFAL	-5	Breakpoint_1
10GB	85%	ENSG00000168556:ENSG00000063978	JB2	0	JAFFAL	0	Breakpoint_2
10GB	85%	ENSG00000168556:ENSG00000063978	CTATLRB1	-2	CTAT-LR-Fusion	-2	Breakpoint_1
10GB	85%	ENSG00000168556:ENSG00000063978	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
10GB	85%	ENSG00000101158:ENSG00000101266	JB1	-3	JAFFAL	-3	Breakpoint_1
10GB	85%	ENSG00000101158:ENSG00000101266	JB2	1061	JAFFAL	1061	Breakpoint_2
10GB	85%	ENSG00000101158:ENSG00000101266	CTATLRB1	-4733	CTAT-LR-Fusion	-4733	Breakpoint_1
10GB	85%	ENSG00000101158:ENSG00000101266	CTATLRB2	1062	CTAT-LR-Fusion	1062	Breakpoint_2
10GB	85%	ENSG00000178997:ENSG00000261064	JB1	-263	JAFFAL	-263	Breakpoint_1
10GB	85%	ENSG00000178997:ENSG00000261064	JB2	593	JAFFAL	593	Breakpoint_2
10GB	90%	ENSG00000221886:ENSG00000174695	JB1	-195	JAFFAL	-195	Breakpoint_1
10GB	90%	ENSG00000221886:ENSG00000174695	JB2	424	JAFFAL	424	Breakpoint_2
10GB	90%	ENSG00000260737:ENSG00000197302	JB1	-601	JAFFAL	-601	Breakpoint_1
10GB	90%	ENSG00000260737:ENSG00000197302	JB2	4	JAFFAL	4	Breakpoint_2
10GB	90%	ENSG00000186487:ENSG00000138380	JB1	-283	JAFFAL	-283	Breakpoint_1
10GB	90%	ENSG00000186487:ENSG00000138380	JB2	0	JAFFAL	0	Breakpoint_2
10GB	90%	ENSG00000134802:ENSG00000246273	JB1	-478	JAFFAL	-478	Breakpoint_1
